,Metabolite,p_value,Ex,adj_p,reject
110,palmitoylglycerol,0.35770486365448917,R,0.7633230744631131,False
111,palmitoylglycerol,0.024000338446139295,S,0.573513362526811,False
112,tartronatehydroxymalonate,0.014145905683778643,R,0.44637164055447276,False
113,tartronatehydroxymalonate,0.4607585507372566,S,0.78837997920718,False
114,ribonate,0.7274749776480203,R,0.882551395479441,False
115,ribonate,0.1252278391141119,S,0.7219805315523206,False
116,threonate,0.5214450707702067,R,0.8046968741703528,False
117,threonate,0.12681865820960603,S,0.7219805315523206,False
118,galactonate,0.7231575709603203,R,0.882439627226021,False
119,galactonate,0.23156299027945215,S,0.7555714537993761,False
120,butyrylcarnitineC,0.2950168165376281,R,0.7633230744631131,False
121,butyrylcarnitineC,0.9239843408318685,S,0.9582059830849008,False
122,trigonellineNmethylnicotinate,0.10826906512267528,R,0.7219805315523206,False
123,trigonellineNmethylnicotinate,0.3979545731356954,S,0.7761329378766121,False
124,pyridoxate,0.2694129792067318,R,0.7633230744631131,False
125,pyridoxate,0.548033551373601,S,0.8196713141853788,False
126,propionylcarnitineC,0.5674736723751617,R,0.828463263170401,False
127,propionylcarnitineC,0.015941844305516883,S,0.44637164055447276,False
128,imidazoleacetate,0.3363359722330316,R,0.7633230744631131,False
129,imidazoleacetate,0.3548865668230756,S,0.7633230744631131,False
130,dodecenoaten,0.05469274976165679,R,0.65601030831267,False
131,dodecenoaten,0.6411767140011346,S,0.8594490482236282,False
132,Nacetylglutamine,0.18293689613891448,R,0.7261403233713234,False
133,Nacetylglutamine,0.6036764054512955,S,0.8484820124501389,False
134,glycylleucine,0.0572600381004711,R,0.674106812182819,False
135,glycylleucine,0.49859033417553,S,0.7929591156087704,False
136,campesterol,0.03128946951064054,R,0.6051617401666072,False
137,campesterol,0.2917043972833839,S,0.7633230744631131,False
138,Nacetylthreonine,0.15783704396421663,R,0.7219805315523206,False
139,Nacetylthreonine,0.25569037024643837,S,0.7633230744631131,False
140,gammaglutamylglycine,0.9177824872826696,R,0.9552262736071454,False
141,gammaglutamylglycine,0.272313572588928,S,0.7633230744631131,False
142,gammaglutamylthreonine,0.9404842274874914,R,0.9675583059556631,False
143,gammaglutamylthreonine,0.028781665670828148,S,0.6051617401666072,False
144,aconitatecisortrans,0.8324575685224261,R,0.9260240876487977,False
145,aconitatecisortrans,0.23157102770989854,S,0.7555714537993761,False
146,orotidine,0.31591680621100204,R,0.7633230744631131,False
147,orotidine,0.1348781235514413,S,0.7219805315523206,False
148,taurocyamine,0.9322256631220603,R,0.9628970957073326,False
149,taurocyamine,0.7964313348437774,S,0.9110857877168637,False
150,hydroxybutyrateGHB,0.3227577104926346,R,0.7633230744631131,False
151,hydroxybutyrateGHB,0.24686310333774147,S,0.7633230744631131,False
152,malonylcarnitine,0.15406206674780967,R,0.7219805315523206,False
153,malonylcarnitine,0.839796423018529,S,0.9285262478625358,False
154,hydroxymethylvalerate,0.04848303516778802,R,0.6051617401666072,False
155,hydroxymethylvalerate,0.4032473719667684,S,0.7761329378766121,False
156,homostachydrine,0.22646977361811654,R,0.7555714537993761,False
157,homostachydrine,0.4340472031875573,S,0.786940454275898,False
158,NacetylaspartylglutamateNAAG,0.11420586709339546,R,0.7219805315523206,False
159,NacetylaspartylglutamateNAAG,0.06499685119041675,S,0.694193173538884,False
160,hexadecanedioateC,0.11506537827240575,R,0.7219805315523206,False
161,hexadecanedioateC,0.41873527862536886,S,0.7761329378766121,False
162,glycerophosphoglycerol,0.46077757681909914,R,0.78837997920718,False
163,glycerophosphoglycerol,0.9760454113214281,S,0.9797571988174906,False
164,glycerophosphoethanolamine,0.8015372307234758,R,0.9125193088236494,False
165,glycerophosphoethanolamine,0.3195165910999165,S,0.7633230744631131,False
166,deoxycarnitine,0.05969910700392825,R,0.694193173538884,False
167,deoxycarnitine,0.009436486260980871,S,0.34914999165629224,False
168,dihomolinolenatenorn,0.563051157705365,R,0.8274056728833449,False
169,dihomolinolenatenorn,0.08441182493621102,S,0.7219805315523206,False
170,oleoylGPI,0.5503786353883351,R,0.8197227737823446,False
171,oleoylGPI,0.18816908117975417,S,0.727928453434952,False
172,linoleoylGPI,0.007218484922256898,R,0.32942516979481395,False
173,linoleoylGPI,4.462933081441739e-22,S,2.311799336186821e-19,True
174,SRdihydroxybutyrate,0.7087336420804886,R,0.8785588790639233,False
175,SRdihydroxybutyrate,0.13352613440964553,S,0.7219805315523206,False
176,oxoarginine,0.6017666478079183,R,0.8484820124501389,False
177,oxoarginine,0.06767449185649771,S,0.6993207914313504,False
178,enylpalmitoylGPEP,0.5975557285133026,R,0.8468778861009324,False
179,enylpalmitoylGPEP,0.33101662027285883,S,0.7633230744631131,False
180,Omethylascorbicacid,0.015666484431658932,R,0.44637164055447276,False
181,Omethylascorbicacid,0.38573392055101907,S,0.7670256078519304,False
182,trimethylamineNoxide,0.4892945378569403,R,0.7920455331559221,False
183,trimethylamineNoxide,0.3253152313745237,S,0.7633230744631131,False
184,mannonate,0.3118730785793477,R,0.7633230744631131,False
185,mannonate,0.20358225586181247,S,0.742023131674362,False
186,Nacetylcarnosine,0.27569331926822477,R,0.7633230744631131,False
