MouseID,oxoadipate,kynurenate,Nformylmethionine,AMP,adenosinediphosphoriboseADPribose,hydroxyphenyllactateHPLA,betaalanine,carnosine,phosphocholine,creatinine,CMP,dihydroxyacetonephosphateDHAP,FAD,gammaglutamylglutamate,gluconate,glutarateCDC,glycine,GMP,hypotaurine,inosinemonophosphateIMP,citrulline,methionine,orotate,glutathioneoxidizedGSSG,phenylalanine,phosphate,proline,lactate,serine,serotonin,taurine,deoxyuridine,glutamine,threonine,tryptophan,glucose,betaine,cysteine,tyrosine,pseudouridine,UMP,thymidine,asparagine,heptanoate,hydroxyproline,oxoproline,pipecolate,alphatocopherol,Nacetylalanine,citrate,urate,Nacetylglucosaminylasparagine,creatine,HHTrE,methoxytyrosine,palmitoyllinoleoylGPI,palmitoyllinoleoylGPC,stearoylsphingomyelind,palmitoyloleoylGPC,Nstearoylsphingosined,ethylmalonate,anserine,glucuronate,glycerophosphorylcholineGPC,ribitol,indolelactate,glycylvaline,arachidonoylglycerol,stearoylarachidonoylGPI,myristoylpalmitoylGPC,maleate,methylcytidine,hexanoylcarnitineC,tartronatehydroxymalonate,homocitrulline,ribonate,threonate,galactonate,butyrylcarnitineC,trigonellineNmethylnicotinate,methylhistamine,imidazoleacetate,octanoylcarnitineC,decanoylcarnitineC,glycylleucine,campesterol,Nacetylthreonine,alphahydroxyisovalerate,gammaglutamylthreonine,erythronate,aconitatecisortrans,laurylcarnitineC,dihydrouridine,cysteineglutathionedisulfide,methyluridineribothymidine,methylguanine,hydroxybutyrateGHB,hydroxymethylvalerate,eicosadienoylGPC,glycerophosphoglycerol,glycerophosphoethanolamine,mannitolsorbitol,methylphosphate,Nacetylserine,stearoylarachidonoylGPS,ergothioneine,RRdihydroxybutyrate,dihydroxyisovalerate,methylglutaconate,galactosylhydroxylysine,nicotinamideNoxide,oxoarginine,equolsulfate,mannonate,Rhydroxybutyrylcarnitine,Nacetylcarnosine,Ndeltaacetylornithine,hydroxyphenylpropionatesulfate,myristoleoylcarnitineC,Nformylphenylalanine,arabonatexylonate,nonanoylcarnitineC,palmitoylarachidonoylGPCn,palmitoyldocosahexaenoylGPC,enylstearoyloleoylGPCP,tricosanoylsphingomyelind,palmitoylpalmitoleoylGPC,palmitoylarachidonoylGPE,palmitoylarachidonoylGPI,enylstearoylarachidonoylGPEP,enylpalmitoyloleoylGPCP,enylpalmitoylarachidonoylGPCP,Npalmitoylsphinganined,pentadecanoyllinoleoylGPC,margaroyloleoylGPC,palmitoyloleoylGPI,palmitoleoyllinoleoylGPC,margaroylarachidonoylGPC,linoleoylarachidonoylGPCn,myristoylarachidonoylGPC,enylpalmitoylpalmitoleoylGPCP,enylpalmitoylpalmitoylGPCP,stearoyldihomolinolenoylGPInor,oleoylarachidonoylGPE,oleoyldocosahexaenoylGPE,thioproline,isocitriclactone,Shydroxybutyrylcarnitine,linoleoyllinolenoylGPC,palmitoleoyllinolenoylGPC,gammaglutamylalphalysine,linoleoylarachidonoylglycerol,oleoylarachidonoylglycerol,oleoylarachidonoylGPI,Npalmitoylsphingadienined,Nbehenoylsphingadienined,lignoceroylcarnitineC,NNacetylspermidine,tetradecadienoate,NNdimethylalanine,stearoylmeadoylGPIn,dihydroxybenzoicacid,pentoseacid,methylimidazolelactate,putrescine,spermidine,alphaketoglutarate,hydroxyisobutyrate,hydroxymethylglutarate,phosphoglycerate,hypoxanthine,linoleaten,laurate,NNNtrimethyllysine,methylthioadenosineMTA,ribosephosphate,arachidonaten,arginine,argininosuccinate,aspartate,biliverdin,succinate,hydroxybutyrateBHBA,cholesterol,sphingosine,sphinganine,fumarate,guanidinoacetate,histamine,histidine,inosine,myoinositol,isoleucine,aminoadipate,leucine,lysine,malate,palmitate,nicotinamide,stearate,ornithine,palmitoleaten,salicylate,spermine,myristate,urea,uridine,transurocanate,glutamate,valine,pyridoxamine,adenosine,mannose,dimethylglycine,alanine,malonate,pyruvate,uracil,cytidine,thiaminvitaminB,fructose,adenine,cytosine,caprate,margarate,nonadecanoate,arachidate,maltose,caproate,caprylate,pentadecanoate,allantoin,xanthine,picolinate,sarcosine,pantothenateVitaminB,phosphoethanolaminePE,glycerate,ureidopropionate,Nacetylleucine,Nacetylmethionine,erucaten,guanosine,oleoylethanolamide,gammaglutamylglutamine,hydroxyphenylpyruvate,Nacetylneuraminate,dihomolinoleaten,gammaglutamylhistidine,methyladenosine,glycerol,choline,gammaglutamylleucine,nicotinamideribonucleotideNMN,palmitoylethanolamide,Npalmitoylsphingosined,palmitoyloleoylGPE,biopterin,azelateCDC,eicosapentaenoateEPAn,methylsuccinate,carnitine,benzoate,hippurate,suberateCDC,methyloxovalerate,methioninesulfoxide,hydroxylysine,guanidinobutanoate,creatinephosphate,deoxycytidine,glycerolphosphate,imidazolelactate,kynurenine,Nacetylglutamate,xanthosine,indoxylsulfate,methyloxopentanoate,anhydroglucitolAG,palmitylGPCO,dipalmitoylGPC,docosahexaenoateDHAn,alphahydroxyisocaproate,phenyllactatePLA,palmitoylcarnitineC,NacetylaspartateNAA,acetylcarnitineC,palmitoylglycerol,oxalateethanedioate,methyloxobutyrate,homoarginine,Nacetylglycine,isobutyrylcarnitineC,dodecanedioateC,hydroxylaurate,pyridoxate,gammaglutamylvaline,butyrylglycineC,propionylcarnitineC,docosapentaenoateDPAn,docosadienoaten,adrenaten,sebacateCDC,daidzein,dodecenoaten,Nacetylglutamine,Nacetyltryptophan,Nacetylphenylalanine,Nacetylasparagine,Smethylglutathione,Nacetylarginine,myristoylcarnitineC,phenylacetylglycine,Nacetylisoleucine,nonadecenoaten,heptadecenoaten,gammaglutamylglycine,stachydrine,nicotinamideriboside,ophthalmate,pcresolsulfate,eicosenoatenorn,linolenatenorn,arachidoylGPC,heme,stearoylcarnitineC,isovalerylcarnitineC,orotidine,taurocyamine,arachidonylglycerol,valerylglycineC,isovalerylglycine,stearoylGPE,Nglycolylneuraminate,oleoylcarnitineC,methylbutyrylcarnitineC,phenolsulfate,malonylcarnitine,hexanoylglycineC,homostachydrine,arachidonoylGPCn,dihomolinolenoylGPCnor,palmitoylGPE,oleoylGPE,linoleoylGPE,arachidonoylGPEn,docosapentaenoatenDPAn,gulonate,phenylpropionylglycine,betahydroxyisovaleroylcarnitine,tiglylcarnitineC,catecholsulfate,cholesterolsulfate,NacetylaspartylglutamateNAAG,hexadecanedioateC,undecanedioateCDC,myristoylglycerol,glycerophosphoinositol,sedoheptulosephosphate,palmitoylGPI,deoxycarnitine,Nsuccinyladenosine,Nacetyllysine,dihomolinolenatenorn,Ncarboxymethyllysine,oleoylGPI,linoleoylGPI,dimethylarginineADMASDMA,stearoyloleoylGPE,stearoylarachidonoylGPC,palmitoyllinoleoylGPE,glycosylNnervonoylsphingosined,glycosylNstearoylsphingosined,succinylcarnitineCDC,Nmethylproline,docosahexaenoylGPE,hydroxyglutarate,methylthioribose,palmitoylsphingomyelind,HETE,pentadecanoylGPC,Smethylmethionine,HODEHODE,cholestenone,cinnamoylglycine,stearoylethanolamide,SRdihydroxybutyrate,ormethylstearateaori,sulfate,hydroxyglutamate,Smethylcysteine,argininate,behenoylGPC,lignoceroylGPC,enylpalmitoylGPCP,ormethylpalmitateaori,enylpalmitoylGPEP,enylstearoylGPEP,linoleoylcarnitineC,NmethylGABA,valylleucine,Omethylascorbicacid,trimethylamineNoxide,Nmethyllysine,imidazolepropionate,prolylglycine,margaroylcarnitineC,aminooctanoate,aminophenolsulfate,Nmonomethylarginine,aminoheptanoate,methioninesulfone,linolenoylGPC,eicosenoylGPC,enyloleoylGPEP,fructosyllysine,Nacetylmethioninesulfoxide,Nacetyltaurine,palmitoylGPG,methylglucopyranosidealphabeta,behenoylsphingomyelind,lignoceroylsphingomyelind,daidzeinsulfate,hydroxyhexanoate,benzenetriolsulfate,Cglycosyltryptophan,NacetylglucosamineNacetylgalactosamine,citraconateglutaconate,linoleoylethanolamide,dilinoleoylGPC,stearoyloleoylGPC,stearoyldocosahexaenoylGPC,enylstearoyloleoylGPEP,palmitoylstearoylGPC,hydroxybutyratehydroxyisobutyrate,methylcitratehomocitrate,oleatevaccenate,palmitoyldihydrosphingomyelind,stearoyllinoleoylGPE,stearoylarachidonoylGPE,stearoyllinoleoylGPC,oleoyllinoleoylGPC,palmitoyldihomolinolenoylGPCnor,palmitoyldocosahexaenoylGPE,stearoyldocosahexaenoylGPE,stearoyllinoleoylGPI,enylpalmitoylarachidonoylGPEP,enylpalmitoyloleoylGPEP,enylpalmitoyllinoleoylGPCP,behenoyldihydrosphingomyelind,stearoyldihomolinolenoylGPCnor,palmitoyllinoleoylglycerol,enylpalmitoyllinoleoylGPEP,oleoyllinoleoylGPE,pentadecanoyldocosahexaenoylGPC,arachidoylarachidonoylGPC,oleoyldocosahexaenoylGPC,linoleoyldocosahexaenoylGPC,palmityllinoleoylGPCO,stearoyladrenoylGPC,stearylGPCO,dipalmitoylGPE,dilinoleoylGPE,linoleoylarachidonoylGPE,linoleoylGPG,palmitoylcholine,glycosylNpalmitoylsphingosined,oleoylcholine,phosphatidylcholine,hexadecatrienoaten,hexadecadienoaten,palmitoleoylcarnitineC,dihydroxymethylbutyrate,Omethylcytidine,Omethyluridine,palmitoyloleoylglycerol,oleoyloleoylglycerol,linoleoyllinolenoylglycerol,linoleoyldocosahexaenoylglycerol,palmitoleoyllinoleoylglycerol,palmitoyllinolenoylglycerol,palmitylstearoylGPCO,palmitylpalmitoylGPCO,palmitoylhydroxylinoleoylGPCOH,ceramideddd,linoleoylcholine,linolenoylcarnitineC,behenoylcarnitineC,arachidoylcarnitineC,arachidonoylcarnitineC,eicosenoylcarnitineC,dihomolinoleoylcarnitineC,dihomolinolenoylcarnitineCnor,erucoylcarnitineC,pentadecanoylcarnitineC,docosahexaenoylcarnitineC,nervonoylcarnitineC,adrenoylcarnitineC,docosapentaenoylcarnitineCn,NNNtrimethylaminovalerate,ethylalphaglucopyranoside,dodecenoylcarnitineC,hydroxypalmitoylcarnitine,hydroxyoleoylcarnitine,isocaproylglycine,methylnonadecanoatei,hydroxyoleate,lyxonate,dodecenedioateCDC,Nacetylaminooctanoate,NNNtrimethylalanylprolinebetaineTMAP,formylindole,aminopiperidone,ethylbetaglucopyranoside,hydroxysebacate,dodecadienoate,methylhexanoylglycine,hydroxypalmitoylsphingomyelindOH,hydroxyNNNtrimethyllysine,hydroxydecanoylcarnitine,succinoyltaurine,hexanoyltaurine,Nacetylaminoadipate,ditertbutylphenol,NNdimethylpropro,oxindolylalanine,oleylGPCO,Group,Tx,Ex,avg_dVO2,avg_VO2,,,
HR40,-1.467669414,-0.502356266,0.604019713,1.155265524,0.554373501,0.509588942,-1.682942454,-0.081639903,-2.18358305,0.550941848,0.501046754,-0.282598877,-1.722826018,-0.259957039,0.01992313,-1.097817913,0.673918005,-1.375040224,-0.638967705,0.911340569,-1.593730748,-2.143500415,-2.415412283,-0.202416014,-1.356119091,0.38712932,1.619941387,1.367824172,0.294582164,1.437740068,-1.768531369,2.004279264,0.445392265,0.214857731,-1.19878752,1.006210938,-0.554168503,1.599498844,-2.192591751,-1.901557756,0.867866843,2.448125671,0.764226248,-3.037522223,1.474178629,-1.465422955,1.492408067,2.834585744,-1.788846234,3.160298977,-0.441539147,1.050168192,-0.000736336,-0.847895194,-0.035696545,-2.485751427,-0.825349112,-0.253586125,-2.084413253,0.707051509,-0.71135675,-0.404942192,-1.847876321,1.178601772,1.963129107,0.003544755,1.142250685,-0.60227972,-1.891287287,-1.771434213,0.832919705,-1.042072697,1.365503749,-0.292715229,-2.747941322,0.718985677,0.569002613,1.293648372,1.661421812,-0.626397964,-2.57330013,-3.277913697,1.463779092,1.240334962,0.313676101,-1.26198591,0.120462946,-1.270072397,0.391037618,-2.050898166,2.490853855,1.359640098,-0.862664328,-2.572614232,0.187296741,-1.171206255,-1.835340658,-1.887287462,-0.651303782,-0.226056984,0.157746995,2.408271189,-0.033551082,-1.98584484,-2.412729979,1.422085978,0.504193379,-2.403145176,-2.881208993,-0.005492701,0.438478084,-0.923096118,-0.734052094,2.413588422,0.942578143,-1.490647875,1.904515017,-0.23745138,0.757561235,-1.482991272,-0.826626477,1.848315662,-0.779711086,-0.851397208,-2.984504571,-1.695433881,-1.098980176,0.392945326,-1.769612495,-1.290927379,0.629222835,1.075463381,0.555687645,-1.50351461,-2.983826497,-2.320021171,-1.067689313,-0.163488138,-0.651566256,-1.27665466,-1.109386495,-0.280135182,-1.677699082,-1.635415521,-2.380221373,0.809773382,-1.5986764,0.787272432,-0.294206964,-0.337744356,1.784567368,1.86251461,2.530995185,-0.77263556,-2.028417993,2.441996035,1.195723714,1.625847252,0.98972826,-1.471756269,-1.237888719,0.516652363,0.539718891,0.272410708,2.145508815,1.958685031,0.079069554,0.486420239,-0.849393925,-1.881200704,-0.706445042,-0.838721502,-0.539146622,2.579385878,0.023737066,0.059210479,-0.662548811,2.962932712,-1.99974247,-1.582904156,-1.087790462,-0.940306947,0.257253697,0.380000574,0.938379953,2.474151501,-1.139394623,-0.856065002,-1.483753785,0.8113017,-0.485505585,-2.897498659,-0.542335729,0.455331206,-0.664803806,3.674984165,0.193656071,-0.375289328,-0.463412889,-0.109005954,1.389661277,-1.897556859,0.102508186,-1.938920599,-0.719356116,-1.394553667,-0.245366897,-0.242462904,-1.131787007,-0.127337469,-0.294752456,-0.531377267,-1.363597664,-0.734400968,0.745570621,-0.290065567,-0.85042026,-1.796956967,-0.0405916,-1.016522184,0.097026002,-0.515387259,0.024103692,-2.496261928,-0.627259203,-0.944846297,1.427162848,-0.780258009,-1.591962146,-2.996952272,-1.091698788,0.313127688,-0.067625754,-1.305273051,1.566090222,-0.674668871,-2.601953641,0.138568986,0.889508481,0.119669506,0.424934398,-0.706328902,-0.846219234,1.058189161,-1.536985561,0.18127595,-1.246612859,0.678570011,-1.76053694,0.439005002,-1.082840089,-1.500204784,-0.869268143,1.00422445,-0.121522192,-0.981548637,-2.548132602,-2.325384237,0.019499361,-0.605493641,-0.964276672,0.533046249,-3.016529978,0.281017077,0.185317547,0.416053551,-1.416311188,2.257706225,1.043440425,-2.475974029,0.365764106,-0.72431605,1.192909164,-0.908135313,-1.710105459,1.564171259,0.997544795,-0.006665786,0.737188714,1.285002848,-3.648847394,-0.314176393,-2.135126905,1.961796082,1.907977939,-1.336905024,-0.365092755,1.409803158,-4.272957563,0.687047474,2.236700199,0.406461814,-0.775968946,0.814663757,3.111080818,-0.882253518,-0.493866685,0.238412172,-1.99527946,-0.287033096,0.892741662,-0.019191996,-1.854872226,-1.327861703,-0.084202337,-2.32388143,0.03615425,-1.021966839,-1.800755542,-1.152119737,2.818337047,2.11575502,0.749799346,-0.908700163,-0.133290962,-1.311971496,-0.075197064,-3.230404651,1.909682682,3.082344968,-0.170619196,0.685045113,-1.366458954,0.60385346,-1.663344225,2.072168566,-0.066175733,-1.341687834,2.663961881,0.022017053,0.011887547,0.060975492,-0.11902667,-1.335251888,2.077397155,-0.808129418,2.299390769,-0.309850785,0.970439592,3.298395836,-1.641702356,-2.204092117,-0.407492214,-0.986799013,-0.627119368,-0.520656368,0.209930095,-0.743442255,2.896829108,0.618937207,-0.803225352,0.162554747,0.343134422,-0.904064755,-2.382184233,0.209020331,1.292642956,-2.008876994,2.264938054,-1.804241302,-2.095221439,-0.953343806,2.805620771,0.240152561,0.439647677,-1.773672286,-1.350553502,2.50352572,-1.483518139,0.767471786,-1.768500702,-0.45328226,-0.748496449,1.30856981,-2.372072276,-0.185609182,-1.41790641,3.16200162,-2.321119618,-1.053037404,-0.749026553,0.367517256,-1.832424412,-2.201343401,-0.008769494,0.033559663,2.594168243,-0.626503327,-2.275624877,0.080267777,2.515647729,-1.557282667,-0.212534233,-1.740013111,-0.360779932,-1.441803277,-0.545714355,-0.447262127,2.491521596,-1.760874366,1.52295236,-2.205937626,2.129670436,3.61031956,-0.515221686,-1.771612574,2.298393032,2.317818159,-0.429258248,1.953333053,-1.538912972,2.698493714,-0.042160232,-0.416762219,-1.249485028,2.261427917,-0.037867557,-1.801646317,0.376351375,1.346610823,-1.782041095,-0.695669573,1.649985228,-0.50193836,1.779064542,-2.416415381,-0.825070014,0.413769159,-1.79978442,-1.03024712,-2.197035467,0.121751919,-0.578175238,-1.63057865,-1.336562055,-0.601245728,-0.722240029,-1.226312611,-1.296839869,1.095464668,-0.890808379,-0.481219773,0.327370965,-0.343292772,0.199085746,-1.348965956,-1.948624306,-1.545304701,-0.043371244,-0.414148348,-0.10491359,0.540479092,-1.968088538,-2.575180529,-0.27964072,2.820872815,-0.542753613,-0.434532029,0.709721633,-1.378303214,1.788501591,-1.296196274,-1.616881351,-0.818555172,-0.11532534,-0.335404737,-1.603199107,1.04165293,-1.236160677,-0.302782343,0.472193636,2.084703299,1.485799959,0.633808574,0.406267391,2.718275098,1.925545492,-2.501774588,0.633374562,-2.584104461,2.807820023,-0.248782872,-0.374564927,-0.889878619,0.871925916,0.876439154,2.576953137,1.817352065,1.899704089,1.818191366,1.798389563,2.202442729,1.598993996,1.621330043,2.669213562,1.277820372,1.811539169,1.694346563,3.133163034,2.209048992,-1.217174132,1.456707496,3.128681797,3.043194016,1.370226583,0.253140915,2.505953157,-0.891874315,-0.209630308,1.219475442,0.004008499,-0.167507319,1.313900631,-0.859481714,-0.18346447,-1.399840255,1.962485621,-2.71330706,2.902504154,3.497966467,-1.146348154,-1.230095235,-1.129801539,-2.074812869,-0.420198425,-2.253050407,0.949911814,HR,H,R,1.622066215,-0.585547457,,,
HR70,0.812456051,-0.72989558,1.735956489,1.902503063,-1.354647762,0.655030419,-0.986381544,-0.271350377,-0.57740152,-0.863437207,0.522987986,1.353256781,-2.065691539,-0.123100406,-0.596512266,-1.259597864,0.086123073,-0.491987499,-0.099940731,-0.67667916,-1.322314609,-1.810116393,-0.545605047,-0.331488853,-1.070310253,0.275902756,0.242598765,0.324230271,-0.567843955,0.010127021,0.123232561,1.037448767,0.510094611,-0.119020522,-1.132562319,0.412967442,0.116557778,0.256324447,-2.061120341,0.864093659,0.42091478,0.972144637,-1.3395127,-0.944316691,0.966968628,-0.083736185,0.96385921,0.300214818,-1.019838153,1.26741739,1.053410573,0.003217112,-0.164783255,-1.921075791,-1.283005313,-1.072913982,-0.401866059,0.537994114,-0.654909588,0.129589216,-1.103217368,-0.512936714,-0.113920801,-0.539999164,0.377568581,0.713189936,0.222355717,-0.620536969,-0.656405688,-0.699789136,-0.683718515,-0.654187733,1.716408727,-1.170828892,-1.1362001,0.322138225,0.886281814,-0.66473029,0.558918985,-0.623534589,-2.443814754,-0.13180717,1.963594559,2.104888178,0.236844472,-2.583960487,0.432171022,0.584930046,-0.768329208,-1.346684283,2.122071246,2.128645233,1.805746073,-0.374716642,0.002936587,-1.314452112,-0.206646431,-0.255579774,-0.643949711,-0.745942068,-0.619093895,0.023649762,-0.661373106,-0.354101591,-0.848281628,-0.031038114,1.454631902,-0.001022488,-2.541790399,0.802070502,1.64756344,-0.785888745,1.654827363,1.672943204,-0.518965984,0.305222698,0.281600983,-2.373191343,1.770964776,-0.470910198,-0.111087821,3.55627586,-0.447217055,1.599522702,-1.595738445,-0.109284108,-0.590945026,-0.881908972,-1.022708376,-0.05382545,0.107328563,-1.462895531,0.344669126,-1.019037826,-0.90899481,-0.551697816,-0.818107127,-0.254023231,-1.464446424,-0.643699463,-0.780655154,-0.604966042,-0.633932495,-1.393626001,-0.136131431,-0.866213457,-2.181651886,0.187128701,-0.121447715,-0.422183931,1.565585855,0.341522164,-0.254756161,0.085097977,-0.463614213,1.594728867,-0.218409212,-1.170357862,0.729105883,-0.355898699,-0.053116989,1.593126265,-1.207399491,-0.224932622,0.452208248,0.971380226,0.56387658,0.470125751,-1.030337376,0.115180229,-0.413920552,-0.362832363,0.477119598,1.132372462,0.760631255,0.07561007,-0.878887264,1.433283507,-0.291055719,-1.723343588,-0.838083195,-0.622509927,-0.028735665,-1.302193754,0.446349186,0.534335859,-1.047012653,-0.444035987,0.741599411,0.366603126,-0.46406187,-1.933370187,-1.117425674,0.164905602,-0.975067266,1.705905392,-0.643634138,-0.226500593,-1.45248042,-0.293324214,0.61055829,-0.143978202,0.202694952,-0.033080782,-0.004366793,-0.56603623,-0.598958491,0.918729215,0.183163018,-0.326935961,-1.415747792,1.840109063,-0.421275697,0.085538585,0.07971095,-1.254387508,0.265184085,-0.766409887,-0.476597203,-0.88752027,-0.806381603,0.226733141,-0.471511436,-0.868364995,-0.20253452,-0.294945858,0.862032474,-1.376527938,-2.286105162,-0.36381843,-0.800313634,0.106542858,-0.248920229,-1.633873087,1.453210259,1.232228033,-0.00973802,0.406576395,0.477396815,0.202692804,-0.735088656,-0.3457569,-0.425567938,1.280816492,0.719969968,-0.364911552,-1.537535147,0.350690065,0.243590362,-0.893379827,-0.602691678,-1.345455556,0.421002038,1.695371104,0.252552269,0.027148934,-1.474756562,-2.063043334,1.192328073,-0.605099938,-2.464782071,-0.361470277,0.522816122,1.121937419,0.241172088,1.929010578,-2.383241821,1.006948228,-0.375177465,0.581371391,0.049547095,0.311103748,0.142233314,-1.418118426,-0.856118158,0.132163026,1.180812073,1.00854577,0.686549354,1.618922177,-0.157596757,-0.215845483,-1.655665431,1.09482234,1.840527724,-1.235391425,-0.868145901,2.76591394,-0.377195094,1.800210059,0.970983321,-0.08859054,-0.218378302,2.381910883,1.145770502,0.045098915,1.210013825,-0.541614008,-0.957562652,-0.188076409,-0.0134411,-0.210417715,-0.79424443,-0.790080383,-0.447591458,1.089051264,0.012391145,-0.368252398,-0.668137932,-0.217417944,1.065095331,1.971578243,1.38844951,0.466380461,0.411788792,-0.233905171,1.231524034,-1.334469949,0.588728232,-0.134352444,0.910176117,0.426519824,-0.160349539,0.244182058,-0.109298785,1.959158057,-0.383170845,0.213994109,1.014464515,0.067260038,-0.088949702,1.35017436,-0.818947694,-2.165540056,2.118671532,-0.360258441,2.086664905,-0.289757206,1.108370456,1.076276194,-1.559093657,-1.764725155,-0.477465365,-1.218815336,-0.89188401,-1.40118517,-0.000100462,0.465419535,1.31622329,-0.391143612,-0.953924598,1.132041679,0.163746177,-1.525463703,-0.475870466,1.308009748,0.928205644,-1.427838175,0.927201337,-1.653975607,-0.213241288,0.166664049,-0.174995334,-0.380033308,0.891391865,-1.873035633,-1.064033248,1.220534342,-1.044761154,-0.08694071,-0.409591238,-0.746417259,-0.881546695,0.178113532,-0.684220488,-0.565508095,-0.368137031,1.206494226,1.152483237,-0.903533097,-1.080589029,-0.542164992,-0.874246109,-1.33922226,1.296244866,0.328660659,1.969142026,0.397295311,0.36434436,-0.119845448,0.139829928,-0.360090173,-0.940816471,-1.994793973,-0.822117155,0.238737251,-0.306315983,-1.471380154,2.485910054,-1.99584907,0.104341607,0.283837554,0.971288643,1.435872835,-0.772954821,-1.678838704,2.1792195,1.220662778,0.558993963,0.733580599,-0.117648439,1.021853606,-1.074497195,-1.098782669,-1.659415943,1.057153768,-1.145607554,-0.310176671,-0.913843126,0.326418703,-0.167052868,0.214155288,0.364264364,-1.480376167,0.353274347,1.109480791,-0.161718004,-0.319345727,-1.175435228,-1.65606467,-1.466506667,0.472530618,-1.04397833,-0.402400459,-0.89802587,-0.964367769,0.125002047,-0.148687402,-0.690761895,-0.935224447,-0.631474969,-0.122060602,-0.793976726,1.532018698,0.834159864,-0.069419226,1.024077742,-1.427709496,-0.799405645,-1.255897422,-1.434491534,1.755252537,-2.278979663,-0.886792695,1.392191016,1.473467716,-0.226481761,0.018007893,-0.394546267,-1.371830347,0.533122444,0.371434527,-1.046002267,-1.907068728,-0.783733892,-0.858871331,-0.49310265,-0.299504392,-0.302478845,0.709917649,0.124668315,2.105395823,-0.042080822,-0.82549635,2.039066438,0.493545645,2.20538219,1.860610119,0.339540656,0.160663211,0.487246731,-0.602923567,0.100203307,-1.682849388,0.381574644,-1.098715435,2.754994648,1.065884523,1.38304876,2.259534215,1.67907734,2.193659277,1.883510133,1.020610206,2.267908913,1.96275644,0.835166851,1.697016271,3.219456643,1.166164124,-2.089182236,2.094430035,2.083740191,1.634288522,2.139634379,1.208706131,1.170130002,-1.38350387,2.710205471,0.064495231,-0.206261659,0.70723852,0.660272835,0.543981602,0.318807183,-1.60511691,1.743734467,1.36621297,1.469657377,1.775979304,-0.561337109,-1.104361426,-0.734703824,-0.781901583,0.299351528,-1.856882865,-0.588612694,HR,H,R,1.450904688,0.939831277,,,
