MouseID,oxoadipate,Nformylmethionine,AMP,methylthioadenosineMTA,adenosinediphosphoriboseADPribose,aspartate,hydroxyphenyllactateHPLA,carnosine,cholesterol,creatinine,fumarate,gluconate,glycine,guanidinoacetate,histidine,hypotaurine,aminoadipate,malate,nicotinamide,stearate,phosphate,lactate,salicylate,serine,pyridoxamine,glucose,betaine,cysteine,alanine,UMP,maltose,asparagine,xanthine,sarcosine,alphatocopherol,Nacetylalanine,citrate,Nacetylglucosaminylasparagine,creatine,HHTrE,nicotinamideribonucleotideNMN,stearoylsphingomyelind,palmitoyloleoylGPC,methylsuccinate,carnitine,anserine,glycerophosphorylcholineGPC,ribitol,indolelactate,glycylvaline,anhydroglucitolAG,dipalmitoylGPC,methylcytidine,hexanoylcarnitineC,NacetylaspartateNAA,palmitoylglycerol,tartronatehydroxymalonate,ribonate,threonate,galactonate,butyrylcarnitineC,trigonellineNmethylnicotinate,propionylcarnitineC,imidazoleacetate,dodecenoaten,Nacetylglutamine,glycylleucine,campesterol,Nacetylthreonine,gammaglutamylglycine,gammaglutamylthreonine,aconitatecisortrans,orotidine,taurocyamine,hydroxybutyrateGHB,malonylcarnitine,hydroxymethylvalerate,homostachydrine,NacetylaspartylglutamateNAAG,glycerophosphoglycerol,glycerophosphoethanolamine,deoxycarnitine,dihomolinolenatenorn,oleoylGPI,linoleoylGPI,SRdihydroxybutyrate,enylpalmitoylGPEP,Omethylascorbicacid,trimethylamineNoxide,imidazolepropionate,mannonate,Nacetylcarnosine,aminoheptanoate,enyloleoylGPEP,Nacetyltaurine,hydroxyhexanoate,NacetylglucosamineNacetylgalactosamine,palmitoylstearoylGPC,oleoyllinoleoylGPC,palmitoylpalmitoleoylGPC,palmitoylarachidonoylGPE,palmitoyldocosahexaenoylGPE,enylpalmitoyllinoleoylGPCP,behenoyldihydrosphingomyelind,enylpalmitoyllinoleoylGPEP,palmitoleoyllinoleoylGPC,oleoyldocosahexaenoylGPC,dipalmitoylGPE,linoleoylarachidonoylGPE,linoleoylGPG,thioproline,isocitriclactone,Shydroxybutyrylcarnitine,dihydroxymethylbutyrate,linoleoyllinolenoylglycerol,oleoylarachidonoylGPI,behenoylcarnitineC,arachidoylcarnitineC,eicosenoylcarnitineC,erucoylcarnitineC,hydroxypalmitoylcarnitine,hydroxyoleoylcarnitine,NNNtrimethylalanylprolinebetaineTMAP,stearoylmeadoylGPIn,dihydroxybenzoicacid,hydroxydecanoylcarnitine,pentoseacid,NNdimethylpropro,putrescine,spermidine,DiHOME,alphaketoglutarate,kynurenate,hydroxyisobutyrate,hydroxymethylglutarate,phosphoglycerate,hypoxanthine,linoleaten,laurate,NNNtrimethyllysine,ribosephosphate,arachidonaten,arginine,argininosuccinate,betaalanine,biliverdin,succinate,hydroxybutyrateBHBA,phosphocholine,CMP,sphingosine,dihydroxyacetonephosphateDHAP,sphinganine,FAD,gammaglutamylglutamate,glutarateCDC,GMP,histamine,inosine,inosinemonophosphateIMP,myoinositol,isoleucine,citrulline,leucine,lysine,methionine,palmitate,ornithine,orotate,glutathioneoxidizedGSSG,palmitoleaten,phenylalanine,proline,retinolvitaminA,serotonin,spermine,taurine,myristate,urea,uridine,deoxyuridine,transurocanate,glutamate,glutamine,threonine,tryptophan,valine,adenosine,mannose,dimethylglycine,tyrosine,malonate,pseudouridine,pyruvate,uracil,cytidine,thymidine,thiaminvitaminB,fructose,adenine,cytosine,caprate,margarate,nonadecanoate,arachidate,heptanoate,caproate,caprylate,pentadecanoate,hydroxyproline,allantoin,oxoproline,picolinate,pantothenateVitaminB,pipecolate,phosphoethanolaminePE,glycerate,ureidopropionate,Nacetylleucine,Nacetylmethionine,erucaten,guanosine,urate,oleoylethanolamide,gammaglutamylglutamine,hydroxyphenylpyruvate,Nacetylneuraminate,dihomolinoleaten,gammaglutamylhistidine,methyladenosine,glycerol,choline,gammaglutamylleucine,methoxytyrosine,palmitoylethanolamide,Npalmitoylsphingosined,palmitoyloleoylGPE,palmitoyllinoleoylGPI,palmitoyllinoleoylGPC,Nstearoylsphingosined,biopterin,azelateCDC,eicosapentaenoateEPAn,ethylmalonate,benzoate,hippurate,suberateCDC,methyloxovalerate,methioninesulfoxide,hydroxylysine,guanidinobutanoate,creatinephosphate,deoxycytidine,glucuronate,glycerolphosphate,imidazolelactate,kynurenine,Nacetylglutamate,xanthosine,indoxylsulfate,methyloxopentanoate,arachidonoylglycerol,palmitylGPCO,stearoylarachidonoylGPI,docosahexaenoateDHAn,myristoylpalmitoylGPC,alphahydroxyisocaproate,maleate,phenyllactatePLA,palmitoylcarnitineC,acetylcarnitineC,oxalateethanedioate,methyloxobutyrate,homoarginine,homocitrulline,Nacetylglycine,isobutyrylcarnitineC,dodecanedioateC,hydroxylaurate,pyridoxate,gammaglutamylvaline,butyrylglycineC,docosapentaenoateDPAn,docosadienoaten,adrenaten,methylhistamine,sebacateCDC,daidzein,octanoylcarnitineC,decanoylcarnitineC,Nacetyltryptophan,Nacetylphenylalanine,Nacetylasparagine,Smethylglutathione,Nacetylarginine,myristoylcarnitineC,phenylacetylglycine,Nacetylisoleucine,nonadecenoaten,heptadecenoaten,stachydrine,alphahydroxyisovalerate,nicotinamideriboside,ophthalmate,pcresolsulfate,erythronate,eicosenoatenorn,linolenatenorn,arachidoylGPC,heme,stearoylcarnitineC,laurylcarnitineC,isovalerylcarnitineC,dihydrouridine,arachidonylglycerol,cysteineglutathionedisulfide,methyluridineribothymidine,valerylglycineC,isovalerylglycine,methylguanine,stearoylGPE,Nglycolylneuraminate,oleoylcarnitineC,methylbutyrylcarnitineC,phenolsulfate,hexanoylglycineC,arachidonoylGPCn,dihomolinolenoylGPCnor,palmitoylGPE,oleoylGPE,linoleoylGPE,arachidonoylGPEn,docosapentaenoatenDPAn,gulonate,phenylpropionylglycine,betahydroxyisovaleroylcarnitine,tiglylcarnitineC,catecholsulfate,cholesterolsulfate,hexadecanedioateC,undecanedioateCDC,glycerophosphoinositol,sedoheptulosephosphate,palmitoylGPI,Nacetyllysine,mannitolsorbitol,Ncarboxymethyllysine,methylphosphate,dimethylarginineADMASDMA,Nacetylserine,stearoyloleoylGPE,stearoylarachidonoylGPC,palmitoyllinoleoylGPE,stearoylarachidonoylGPS,glycosylNnervonoylsphingosined,glycosylNstearoylsphingosined,succinylcarnitineCDC,Nmethylproline,docosahexaenoylGPE,hydroxyglutarate,methylthioribose,palmitoylsphingomyelind,ergothioneine,HETE,pentadecanoylGPC,Smethylmethionine,HODEHODE,cholestenone,cinnamoylglycine,stearoylethanolamide,ormethylstearateaori,RRdihydroxybutyrate,dihydroxyisovalerate,methylglutaconate,galactosylhydroxylysine,sulfate,hydroxyglutamate,Smethylcysteine,nicotinamideNoxide,argininate,oxoarginine,behenoylGPC,lignoceroylGPC,enylpalmitoylGPCP,ormethylpalmitateaori,enylstearoylGPEP,linoleoylcarnitineC,NmethylGABA,valylleucine,Nmethyllysine,equolsulfate,prolylglycine,Rhydroxybutyrylcarnitine,margaroylcarnitineC,aminooctanoate,aminophenolsulfate,Nmonomethylarginine,Ndeltaacetylornithine,methioninesulfone,linolenoylGPC,eicosenoylGPC,fructosyllysine,hydroxyphenylpropionatesulfate,Nacetylmethioninesulfoxide,palmitoylGPG,methylglucopyranosidealphabeta,myristoleoylcarnitineC,Nformylphenylalanine,arabonatexylonate,behenoylsphingomyelind,lignoceroylsphingomyelind,daidzeinsulfate,benzenetriolsulfate,Cglycosyltryptophan,citraconateglutaconate,nonanoylcarnitineC,linoleoylethanolamide,dilinoleoylGPC,stearoyloleoylGPC,palmitoylarachidonoylGPCn,palmitoyldocosahexaenoylGPC,stearoyldocosahexaenoylGPC,enylstearoyloleoylGPCP,enylstearoyloleoylGPEP,hydroxybutyratehydroxyisobutyrate,methylcitratehomocitrate,oleatevaccenate,palmitoyldihydrosphingomyelind,tricosanoylsphingomyelind,stearoyllinoleoylGPE,stearoylarachidonoylGPE,stearoyllinoleoylGPC,palmitoyldihomolinolenoylGPCnor,stearoyldocosahexaenoylGPE,palmitoylarachidonoylGPI,stearoyllinoleoylGPI,enylstearoylarachidonoylGPEP,enylpalmitoylarachidonoylGPEP,enylpalmitoyloleoylGPEP,enylpalmitoyloleoylGPCP,enylpalmitoylarachidonoylGPCP,Npalmitoylsphinganined,pentadecanoyllinoleoylGPC,margaroyloleoylGPC,stearoyldihomolinolenoylGPCnor,palmitoyllinoleoylglycerol,palmitoyloleoylGPI,oleoyllinoleoylGPE,pentadecanoyldocosahexaenoylGPC,margaroylarachidonoylGPC,arachidoylarachidonoylGPC,linoleoylarachidonoylGPCn,linoleoyldocosahexaenoylGPC,palmityllinoleoylGPCO,myristoylarachidonoylGPC,stearoyladrenoylGPC,stearylGPCO,enylpalmitoylpalmitoleoylGPCP,enylpalmitoylpalmitoylGPCP,stearoyldihomolinolenoylGPInor,dilinoleoylGPE,oleoylarachidonoylGPE,oleoyldocosahexaenoylGPE,palmitoylcholine,glycosylNpalmitoylsphingosined,oleoylcholine,linoleoyllinolenoylGPC,palmitoleoyllinolenoylGPC,phosphatidylcholine,hexadecatrienoaten,hexadecadienoaten,palmitoleoylcarnitineC,Omethylcytidine,Omethyluridine,gammaglutamylalphalysine,palmitoyloleoylglycerol,oleoyloleoylglycerol,linoleoylarachidonoylglycerol,linoleoyldocosahexaenoylglycerol,palmitoleoyllinoleoylglycerol,oleoylarachidonoylglycerol,palmitoyllinolenoylglycerol,palmitylstearoylGPCO,palmitylpalmitoylGPCO,Npalmitoylsphingadienined,Nbehenoylsphingadienined,palmitoylhydroxylinoleoylGPCOH,ceramideddd,linolenoylcarnitineC,lignoceroylcarnitineC,arachidonoylcarnitineC,dihomolinoleoylcarnitineC,dihomolinolenoylcarnitineCnor,pentadecanoylcarnitineC,docosahexaenoylcarnitineC,nervonoylcarnitineC,adrenoylcarnitineC,docosapentaenoylcarnitineCn,NNNtrimethylaminovalerate,ethylalphaglucopyranoside,NNacetylspermidine,dodecenoylcarnitineC,isocaproylglycine,methylnonadecanoatei,hydroxyoleate,lyxonate,dodecenedioateCDC,Nacetylaminooctanoate,formylindole,tetradecadienoate,aminopiperidone,NNdimethylalanine,ethylbetaglucopyranoside,hydroxysebacate,dodecadienoate,methylhexanoylglycine,hydroxypalmitoylsphingomyelindOH,hydroxyNNNtrimethyllysine,succinoyltaurine,hexanoyltaurine,methylimidazolelactate,Nacetylaminoadipate,ditertbutylphenol,oxindolylalanine,oleylGPCO,Group,Tx,Ex,avg_dVO2,avg_VO2
VS100,-1.640060684,-1.670774584,-1.67120047,-1.599848993,-1.230025111,-0.35893719,0.354867988,-1.217056154,1.05551262,-1.778120931,-0.53989557,0.165239285,-2.324235933,1.494887196,-0.923364334,-2.089350205,-0.599131397,-0.914170676,0.704770845,1.434146525,-0.727758587,-1.692537968,0.395189931,-0.8015512,2.356317831,-1.25563917,-1.421104493,-2.141449894,-1.730853836,-1.33092736,-1.774301727,-0.662868619,2.756287853,-1.195030607,1.06809942,1.233445975,-2.299506691,-3.449636245,-2.000862619,1.598350471,-1.9295626,-2.376924727,-0.145532252,-0.256944034,-0.64125928,-2.452029312,-1.026426903,-0.396963904,0.038644744,-1.444217107,-1.438200421,-0.855491843,-0.991361611,-1.262044628,1.328269149,-0.832637436,-0.558034613,-1.394774412,-2.744104622,-2.361612157,-1.568002206,-0.17098179,-1.600742709,0.977966686,0.532336293,-0.792642569,0.247939476,1.182577548,-3.036120415,-1.524665126,-1.768677754,-1.707904887,-1.797219669,0.43003214,1.123434051,1.316188215,-0.317646564,0.649338893,-1.811316702,0.615706662,-1.265301263,-1.726261599,1.491612604,2.336023109,2.943527691,-1.607116691,0.330761464,-2.08214567,-0.455511671,-0.46704155,-3.276055709,-1.353662544,-0.589211777,-0.127713559,0.428137357,-0.292468526,1.715721211,-0.439947035,0.461295307,-1.102232117,-0.097523218,2.3582119,-2.624845694,0.276411586,-0.714075151,-0.807347603,1.202333534,1.462718497,0.490047825,1.131747005,-1.674783854,-0.135525734,-0.326139769,1.122670648,-0.811261777,-1.060696973,1.136600434,1.625992394,1.042124562,0.994576246,1.855494005,1.443916408,-2.238632489,-0.913473158,-0.809360198,0.547543282,-1.379139537,-2.56572384,-1.713536725,-1.868295572,-0.191931974,-1.929477861,0.077195315,-0.089238803,-1.579609054,0.416568666,1.914759567,0.71734077,0.825048608,-2.372033097,2.525314092,2.214355381,-1.013546887,0.557162757,-2.396873092,0.359991466,0.008869008,-0.399263489,-0.034085588,-2.265358271,0.818191074,-1.823697595,-1.016885028,1.653751675,0.013560263,-0.013812872,-0.298672875,-1.339499106,0.598244303,-0.768300541,0.825319454,0.954513673,-1.226414063,0.976473858,-1.279802709,0.630636091,1.617698645,-1.510192026,0.100682867,0.057399782,0.499547711,0.417330664,-2.128631959,-1.514945572,-2.245289332,0.176126361,-1.381326617,1.555756927,-1.178935873,0.889808585,-0.850776921,-1.313151167,0.187488808,0.224282267,-1.004677051,-0.138129296,0.183251194,-1.768404352,-1.377821392,-0.652913222,0.325527243,1.404350067,0.252775609,-2.204239133,-0.997907532,-0.413641422,-1.415573444,1.807149289,-0.970928046,1.375371654,-0.572547552,2.52471231,1.177738212,1.697893773,-0.143274806,1.590634609,0.746523976,2.150231643,2.227765591,-1.802395179,-1.085012513,0.045738703,0.042370987,-1.571756232,-1.929470904,-1.056185044,-2.424508086,-0.717461639,0.253122831,0.091607328,0.081623808,0.181371141,-1.133440206,-0.91910585,-2.070346805,-1.172647701,1.262936548,1.720491886,0.253063706,1.118445036,-1.413047481,1.147758013,-0.68885143,-1.27981082,-1.210981832,1.334320574,2.079318522,2.40296953,0.11633147,1.484708649,-1.6384934,-0.042497081,2.057296058,-0.143141093,2.378106091,-1.528929728,0.919001105,-0.16571531,2.902674581,-0.025766177,-0.60822089,1.013894336,-1.423375896,-0.778054946,-1.146204491,-1.056841247,-0.433989127,-1.427002031,0.985342824,-1.945173896,-1.84433688,-0.554107007,-2.630054262,1.734426075,1.733299507,-0.007308845,-0.591605958,-0.866600169,-1.409476137,0.578580835,-0.736198326,1.984216559,-0.685799613,-1.146756272,0.156154062,-0.521472527,-0.573013883,2.12274818,0.291303848,-1.146379231,-0.525768873,-0.849435871,1.925061602,2.182945708,1.236208502,2.571711483,0.940959612,0.079662061,-0.915729632,-0.914918399,-0.429892884,-0.069033834,1.535526286,-0.955922701,-2.081470463,0.2630822,-1.142995216,0.157528211,0.498454888,1.03687679,0.586141834,-1.320836693,1.130372214,-1.297059446,-0.631768592,1.420800185,0.53066919,0.361732835,-0.635874203,1.633201157,0.674821775,-0.514696571,-0.79591986,-0.628861309,0.311212931,1.957075893,-0.801928696,-0.63313939,-0.961874351,0.050803936,1.144248341,2.479878713,0.100925808,-0.383286812,-0.753717786,-1.479168473,2.593533516,2.457871342,0.992877956,1.872912412,2.119496598,2.186224921,1.313326444,-0.924223784,-0.574400234,-1.576604239,-0.625237882,-1.510675318,-1.508479774,0.456379669,0.707423126,1.383260818,0.396773285,2.590950961,-0.02454898,-0.819144107,1.223290027,-0.298520223,-1.57228678,-1.096745669,1.91042342,2.763389404,0.580673964,0.443828492,0.078960379,-0.63666807,0.776546064,-1.12594923,2.830845569,-2.131353355,-0.837510165,-1.220600886,-1.957374552,1.9743629,2.318092597,-1.180887274,0.39657112,3.214611145,-1.437396899,-1.237673831,-0.800103982,-0.222294376,-1.56510392,0.163310136,1.124650476,0.785219844,-0.23732823,-1.243142098,-0.92815685,0.001372483,-0.639538308,-1.393231615,-1.315374881,1.372620182,-0.377059008,-0.163192605,-0.343406247,-0.757866878,-1.142047802,-1.077917932,-0.598682161,1.651729903,-0.573136848,0.020485191,2.167320731,-1.055831652,-0.853943087,-1.522781319,-0.718109625,1.998329775,0.861087,-1.429603191,0.300698734,2.165061627,1.859409386,-1.444653967,-0.598521713,1.888250681,-1.719761379,0.969426754,2.176760885,-0.579380817,-0.760120157,-0.844576776,-2.009303527,-1.028427446,0.303595945,0.132033537,1.446276735,-0.522162859,1.674414736,1.572997062,0.385858042,0.798448017,-0.241505267,2.606392172,0.65778627,-0.316496436,0.778031974,2.171652209,1.583709704,1.622871001,0.513258611,2.827079833,0.486397342,2.411464565,-0.033944251,-0.911432091,1.993333524,-1.74445203,-1.326528653,0.082589512,-0.376493527,0.494280641,1.872874598,0.842683903,2.448035685,0.773982673,1.493625808,0.034781734,1.671872807,1.037826005,1.859798126,-2.43220546,-0.794256435,1.063441395,-1.046381503,-1.428473476,-1.703036371,1.47120673,1.425749437,1.210173552,2.965179178,-0.176595387,-1.176477333,0.978450675,1.380420121,-0.432612242,1.264826639,1.122090344,2.365449301,-0.325768766,-0.315425111,-0.045648326,-1.206175987,2.665212962,1.005382508,2.402381027,2.548371495,1.941577983,2.230764762,1.676300822,-1.462371122,-1.165908834,0.641947937,0.937679882,2.508066427,1.675345246,-1.285978626,-1.741201461,0.098589256,0.162403613,-0.138218553,0.354527705,-0.302831053,0.235531745,-0.023804776,0.109788154,-0.625196701,-0.374570365,-1.842581883,-0.754716378,-0.891398055,-0.715820069,1.443857301,-0.178210581,-0.891379649,-0.316466049,1.860511304,0.269758284,-0.814429272,0.44505399,-0.989256873,0.424674149,2.122810843,-0.608029746,-1.096228764,-2.168995695,0.949465646,2.420559021,-0.543231559,1.746660281,1.966121435,2.57709105,-2.153394349,VS,V,S,-0.818040707,-0.794508099
VS23,0.454190936,1.316571749,-0.38257029,1.472822992,-0.84526522,-0.297502208,-0.070795813,1.07471124,1.24436042,0.377090783,0.457050532,-0.317842041,0.246876943,-1.538157017,-0.012554026,1.190680625,-0.240294932,0.842125094,0.102263878,1.070199268,-0.924716483,0.726710294,1.555093291,0.260528236,0.006841751,-0.03493015,-0.425704175,0.630321681,0.499514538,0.55820547,-0.151371127,0.038053407,-0.389288845,-0.343361121,0.502260432,-0.046292497,0.338609173,0.299548346,0.699748797,-0.629793054,-0.276118235,0.722930132,0.229005503,-0.297480056,-0.347585094,-0.319442998,-0.290235121,-0.228288125,0.516706834,1.535300163,1.530445945,-1.689978397,1.598915898,0.363959189,0.503089123,0.828473797,-0.840531623,-0.229378538,-0.18319946,0.401608467,1.467588582,0.55466661,0.112227604,1.472367142,-0.504865814,1.07991629,0.600765526,0.765543876,1.394250967,0.421948794,0.356197295,0.218935792,0.121115525,2.819901095,0.42427703,-2.046980692,-0.228867625,-0.290662084,1.423981895,-0.25113615,-0.613991986,0.095385283,0.850009262,-0.046726752,-1.06987544,-1.060826602,2.207138802,-0.917016527,0.419381297,1.255838381,0.382605994,0.939476917,-0.609386321,2.652046294,-0.386051534,0.063388465,-0.157827537,-1.344089402,0.460169638,0.405203062,-0.6703012,-1.913074807,2.448946192,0.397196509,0.657056594,0.109121787,-1.179616628,-1.351134456,-0.594451316,-0.59708274,0.553968033,0.605863663,-0.479521492,-0.653482975,0.395732121,-0.499991568,0.521418087,-0.764608475,-0.98365354,-0.245243208,-2.132446111,-2.188424482,1.848730415,-0.404960251,-0.618379542,-2.408193863,1.525414718,1.820261699,-0.660033694,-0.014634668,-0.168380806,-1.463632444,0.011042708,0.109575688,0.696211228,3.16930986,-0.314141647,-0.440562412,-0.33371067,0.52009536,0.024305477,0.171175255,-0.321255303,-0.065408792,-0.771329564,-0.178153265,-0.269713957,-0.190318852,-0.673337018,0.3670911,0.800588346,0.487932226,1.360096075,-0.818985726,-0.162108288,0.687592884,0.310340073,0.285938542,-0.567643483,0.945019196,-0.763630477,0.883337077,1.202834473,0.775399536,-0.341382832,1.045176983,0.079497895,0.189507593,-0.168652367,0.101258153,0.286322343,0.757482484,0.358394921,-1.076333025,0.147003003,0.776931567,0.641801819,0.146336332,0.718147075,-1.20257467,-0.007263786,1.541330871,-1.136980989,-0.298397024,0.099980557,0.860308643,0.991676327,0.183804987,3.431159125,0.280464027,0.935179354,1.008302091,0.679762323,-0.694453591,0.559638824,0.025636061,1.506421579,-0.289984362,2.833774498,0.629456489,0.359683164,-0.164573609,0.354201931,0.870504407,2.244032381,-0.269382148,1.212943679,-0.056023703,0.043217277,0.18100531,1.217703965,1.468398224,-0.427113626,0.130072203,-0.161497055,-0.906727008,3.230700562,0.617973899,0.54272974,1.230448141,2.188605284,0.014792472,0.951132955,1.863536726,0.074705414,-0.302366699,-0.543849066,0.094245611,0.636342727,1.448047472,0.208033349,-1.587077643,0.551018549,0.288906824,1.9627038,-1.393718617,-0.370986328,-2.091702057,-0.362908414,-0.018385722,0.922134343,0.808249426,-0.570748937,2.058864411,0.285305639,1.941899091,0.457996464,0.368364271,0.139770447,-0.457105435,0.631428594,1.470216394,2.124481336,1.096362173,2.887340393,0.718243669,0.235341486,-0.113904908,0.892807325,0.184121294,0.551274614,2.386696634,0.214970123,-0.391689214,1.254342864,-0.949458554,-0.113373052,0.997593713,1.111748338,-1.184649824,-0.723501215,0.535117758,-0.47120601,-1.155476601,0.605880314,-1.095848849,-0.567259705,-0.548531438,-2.120613402,0.891805273,0.644965672,1.104145086,0.787714427,0.413619178,0.79270222,0.044917463,0.049369097,0.462596996,0.008026148,0.002703394,-0.503977226,-0.166066799,0.639194475,1.867883825,0.630021517,-1.996858992,1.018515966,0.114556663,0.298775852,-0.000261019,0.56563853,0.782947108,-0.919390884,-0.923916212,-0.496176744,0.257413297,1.094374985,-0.226291924,0.679512858,-0.905990041,-1.295372248,-1.503208244,0.232688078,1.144825728,0.929177126,-0.075749559,0.323437082,1.014968897,1.889195827,1.175408625,2.070609117,-0.498698312,-0.6259117,-0.012065439,-1.264368308,0.648597209,-0.587439508,0.037988706,1.904621984,1.621425795,0.790322555,-0.944322119,1.954585832,0.584869295,1.603863633,0.80394468,-0.460128487,0.504545546,0.752259476,-1.348281741,0.560646035,-0.141589546,1.322372456,-1.02492642,-0.609313745,-0.094754607,-0.437070065,-0.495749715,0.007291731,1.531633242,0.364217644,-0.609077954,-1.265767437,-0.431990093,1.039411387,1.037946075,-1.664397551,0.288595523,-1.400710254,-0.867387607,-0.732314387,-0.843866519,0.149485093,-0.479135855,1.693543248,-0.80035088,1.002136171,0.289191426,1.786471833,1.95296767,2.171414522,-0.66507316,-1.576843495,0.100020476,0.145835504,-0.314562581,-0.304109203,-0.13366636,1.548551904,-0.073237527,0.588592796,1.97888959,1.831326756,1.339683848,1.533678499,2.732701071,-0.799550031,-0.079530162,0.068775864,-0.276188368,1.919194054,0.062963346,-0.126325255,0.203071521,0.05145382,0.716326331,0.621530426,0.581748065,-0.149236003,1.492502806,1.489571606,-0.040319687,0.252892647,0.838926016,0.122918456,-1.099114654,-1.415361541,-0.551048391,1.081784782,-1.587433864,-1.591994852,3.075464147,0.843792459,-0.159498355,-0.526251324,2.256300966,1.705997796,-0.664827455,-0.424128016,-0.11483985,-1.500645153,-1.527221534,1.468070502,1.35296666,0.265723688,-0.509420711,0.07897258,-1.563769204,-1.502314481,-0.747827892,-0.456445247,-2.108154105,-0.395361696,-1.380132409,-1.332209761,-1.640494777,-0.002443652,0.178961002,0.786343762,1.871260098,1.0173822,1.438885649,-0.036313679,0.384388693,-0.887670845,-0.171696533,-0.201012086,-1.190673484,-0.850254974,0.272296775,-0.664405491,0.549219741,-1.621445971,0.124489454,1.590118413,-0.301533823,-1.173756617,2.311379114,0.088740423,0.437340014,-1.390325915,-0.303828051,-1.567276478,-0.182226607,-0.042376147,-0.899260027,-0.60889715,-0.420353411,-1.207182087,-1.012047663,-0.869011906,-1.030823036,1.966797294,1.736292408,-1.238712582,0.928045082,0.267553719,0.119232723,-0.406526394,0.098457522,0.892811855,-0.189383175,-1.402708862,-1.415620155,-0.345870684,-0.969710519,-1.808343526,-0.184188937,-0.039492561,-0.629501889,-0.387347202,-1.521881482,-0.8628671,-0.522078397,-0.73927036,1.1169977,-1.451236826,-1.216727726,-1.267242378,-1.441998676,-0.035057869,-1.016444148,0.916229901,3.216511407,-2.471390961,0.320701621,0.938386988,-0.202504505,1.454638612,-2.416439842,0.866137108,-0.502595222,2.201314898,0.215763188,-1.003405882,1.51695903,-1.140526174,1.111510739,-0.47172178,-0.024243356,-0.977409198,1.069982482,-1.168178649,-0.358526931,0.742568338,VS,V,S,-0.818040707,-0.671035698
